"","SEMANA","REPORTE","CVEGEO","MUNICIPIO","CLAS_REG","POB","CASOS_SEMANALES"
"1239",34,2020-08-23,"26036","Magdalena","Centro Norte",33896,8
"1240",35,2020-08-30,"26036","Magdalena","Centro Norte",33896,4
"1241",36,2020-09-06,"26036","Magdalena","Centro Norte",33896,7
"1242",37,2020-09-13,"26036","Magdalena","Centro Norte",33896,5
"1243",38,2020-09-20,"26036","Magdalena","Centro Norte",33896,7
"1244",39,2020-09-27,"26036","Magdalena","Centro Norte",33896,7
"1245",40,2020-10-04,"26036","Magdalena","Centro Norte",33896,3
"1246",41,2020-10-11,"26036","Magdalena","Centro Norte",33896,6
"1247",42,2020-10-18,"26036","Magdalena","Centro Norte",33896,9
"1248",43,2020-10-25,"26036","Magdalena","Centro Norte",33896,14
"1249",44,2020-11-01,"26036","Magdalena","Centro Norte",33896,8
"1250",45,2020-11-08,"26036","Magdalena","Centro Norte",33896,13
"1251",46,2020-11-15,"26036","Magdalena","Centro Norte",33896,6
"1252",47,2020-11-22,"26036","Magdalena","Centro Norte",33896,18
"1253",48,2020-11-29,"26036","Magdalena","Centro Norte",33896,26
"1254",49,2020-12-04,"26036","Magdalena","Centro Norte",33896,19
"1255",12,2020-03-22,"26038","Moctezuma","Sierra Alta",5400,0
"1256",13,2020-03-29,"26038","Moctezuma","Sierra Alta",5400,0
"1257",14,2020-04-05,"26038","Moctezuma","Sierra Alta",5400,0
"1258",15,2020-04-12,"26038","Moctezuma","Sierra Alta",5400,0
"1259",16,2020-04-19,"26038","Moctezuma","Sierra Alta",5400,0
"1260",17,2020-04-26,"26038","Moctezuma","Sierra Alta",5400,0
"1261",18,2020-05-03,"26038","Moctezuma","Sierra Alta",5400,0
"1262",19,2020-05-10,"26038","Moctezuma","Sierra Alta",5400,0
"1263",20,2020-05-17,"26038","Moctezuma","Sierra Alta",5400,0
"1264",21,2020-05-24,"26038","Moctezuma","Sierra Alta",5400,0
"1265",22,2020-05-31,"26038","Moctezuma","Sierra Alta",5400,0
"1266",23,2020-06-07,"26038","Moctezuma","Sierra Alta",5400,0
"1267",24,2020-06-14,"26038","Moctezuma","Sierra Alta",5400,0
"1268",25,2020-06-21,"26038","Moctezuma","Sierra Alta",5400,2
"1269",26,2020-06-28,"26038","Moctezuma","Sierra Alta",5400,3
"1270",27,2020-07-05,"26038","Moctezuma","Sierra Alta",5400,4
"1271",28,2020-07-12,"26038","Moctezuma","Sierra Alta",5400,1
"1272",29,2020-07-19,"26038","Moctezuma","Sierra Alta",5400,1
"1273",30,2020-07-26,"26038","Moctezuma","Sierra Alta",5400,3
"1274",31,2020-08-02,"26038","Moctezuma","Sierra Alta",5400,3
"1275",32,2020-08-09,"26038","Moctezuma","Sierra Alta",5400,1
"1276",33,2020-08-16,"26038","Moctezuma","Sierra Alta",5400,2
"1277",34,2020-08-23,"26038","Moctezuma","Sierra Alta",5400,1
"1278",35,2020-08-30,"26038","Moctezuma","Sierra Alta",5400,1
"1279",36,2020-09-06,"26038","Moctezuma","Sierra Alta",5400,0
"1280",37,2020-09-13,"26038","Moctezuma","Sierra Alta",5400,1
"1281",38,2020-09-20,"26038","Moctezuma","Sierra Alta",5400,0
"1282",39,2020-09-27,"26038","Moctezuma","Sierra Alta",5400,0
"1283",40,2020-10-04,"26038","Moctezuma","Sierra Alta",5400,0
"1284",41,2020-10-11,"26038","Moctezuma","Sierra Alta",5400,1
"1285",42,2020-10-18,"26038","Moctezuma","Sierra Alta",5400,0
"1286",43,2020-10-25,"26038","Moctezuma","Sierra Alta",5400,5
"1287",44,2020-11-01,"26038","Moctezuma","Sierra Alta",5400,1
"1288",45,2020-11-08,"26038","Moctezuma","Sierra Alta",5400,2
"1289",46,2020-11-15,"26038","Moctezuma","Sierra Alta",5400,1
"1290",47,2020-11-22,"26038","Moctezuma","Sierra Alta",5400,3
"1291",48,2020-11-29,"26038","Moctezuma","Sierra Alta",5400,8
"1292",49,2020-12-04,"26038","Moctezuma","Sierra Alta",5400,3
"1293",12,2020-03-22,"26039","Naco","Río Sonora",6756,0
"1294",13,2020-03-29,"26039","Naco","Río Sonora",6756,0
"1295",14,2020-04-05,"26039","Naco","Río Sonora",6756,0
"1296",15,2020-04-12,"26039","Naco","Río Sonora",6756,0
"1297",16,2020-04-19,"26039","Naco","Río Sonora",6756,0
"1298",17,2020-04-26,"26039","Naco","Río Sonora",6756,0
"1299",18,2020-05-03,"26039","Naco","Río Sonora",6756,0
"1300",19,2020-05-10,"26039","Naco","Río Sonora",6756,0
"1301",20,2020-05-17,"26039","Naco","Río Sonora",6756,0
"1302",21,2020-05-24,"26039","Naco","Río Sonora",6756,0
"1303",22,2020-05-31,"26039","Naco","Río Sonora",6756,0
"1304",23,2020-06-07,"26039","Naco","Río Sonora",6756,0
"1305",24,2020-06-14,"26039","Naco","Río Sonora",6756,0
"1306",25,2020-06-21,"26039","Naco","Río Sonora",6756,2
"1307",26,2020-06-28,"26039","Naco","Río Sonora",6756,0
"1308",27,2020-07-05,"26039","Naco","Río Sonora",6756,0
"1309",28,2020-07-12,"26039","Naco","Río Sonora",6756,4
"1310",29,2020-07-19,"26039","Naco","Río Sonora",6756,1
"1311",30,2020-07-26,"26039","Naco","Río Sonora",6756,0
"1312",31,2020-08-02,"26039","Naco","Río Sonora",6756,0
"1313",32,2020-08-09,"26039","Naco","Río Sonora",6756,0
"1314",33,2020-08-16,"26039","Naco","Río Sonora",6756,0
"1315",34,2020-08-23,"26039","Naco","Río Sonora",6756,0
"1316",35,2020-08-30,"26039","Naco","Río Sonora",6756,0
"1317",36,2020-09-06,"26039","Naco","Río Sonora",6756,3
"1318",37,2020-09-13,"26039","Naco","Río Sonora",6756,0
"1319",38,2020-09-20,"26039","Naco","Río Sonora",6756,0
"1320",39,2020-09-27,"26039","Naco","Río Sonora",6756,0
"1321",40,2020-10-04,"26039","Naco","Río Sonora",6756,5
"1322",41,2020-10-11,"26039","Naco","Río Sonora",6756,0
"1323",42,2020-10-18,"26039","Naco","Río Sonora",6756,7
"1324",43,2020-10-25,"26039","Naco","Río Sonora",6756,0
"1325",44,2020-11-01,"26039","Naco","Río Sonora",6756,2
"1326",45,2020-11-08,"26039","Naco","Río Sonora",6756,0
"1327",46,2020-11-15,"26039","Naco","Río Sonora",6756,3
"1328",47,2020-11-22,"26039","Naco","Río Sonora",6756,0
"1329",48,2020-11-29,"26039","Naco","Río Sonora",6756,0
"1330",49,2020-12-04,"26039","Naco","Río Sonora",6756,1
"1331",12,2020-03-22,"26040","Nácori Chico","Sierra Alta",2172,0
"1332",13,2020-03-29,"26040","Nácori Chico","Sierra Alta",2172,0
"1333",14,2020-04-05,"26040","Nácori Chico","Sierra Alta",2172,0
"1334",15,2020-04-12,"26040","Nácori Chico","Sierra Alta",2172,0
"1335",16,2020-04-19,"26040","Nácori Chico","Sierra Alta",2172,0
"1336",17,2020-04-26,"26040","Nácori Chico","Sierra Alta",2172,0
"1337",18,2020-05-03,"26040","Nácori Chico","Sierra Alta",2172,0
"1338",19,2020-05-10,"26040","Nácori Chico","Sierra Alta",2172,0
"1339",20,2020-05-17,"26040","Nácori Chico","Sierra Alta",2172,0
"1340",21,2020-05-24,"26040","Nácori Chico","Sierra Alta",2172,0
"1341",22,2020-05-31,"26040","Nácori Chico","Sierra Alta",2172,0
"1342",23,2020-06-07,"26040","Nácori Chico","Sierra Alta",2172,0
"1343",24,2020-06-14,"26040","Nácori Chico","Sierra Alta",2172,0
"1344",25,2020-06-21,"26040","Nácori Chico","Sierra Alta",2172,2
"1345",26,2020-06-28,"26040","Nácori Chico","Sierra Alta",2172,0
"1346",27,2020-07-05,"26040","Nácori Chico","Sierra Alta",2172,5
"1347",28,2020-07-12,"26040","Nácori Chico","Sierra Alta",2172,0
"1348",29,2020-07-19,"26040","Nácori Chico","Sierra Alta",2172,0
"1349",30,2020-07-26,"26040","Nácori Chico","Sierra Alta",2172,0
"1350",31,2020-08-02,"26040","Nácori Chico","Sierra Alta",2172,0
"1351",32,2020-08-09,"26040","Nácori Chico","Sierra Alta",2172,0
"1352",33,2020-08-16,"26040","Nácori Chico","Sierra Alta",2172,0
"1353",34,2020-08-23,"26040","Nácori Chico","Sierra Alta",2172,0
"1354",35,2020-08-30,"26040","Nácori Chico","Sierra Alta",2172,0
"1355",36,2020-09-06,"26040","Nácori Chico","Sierra Alta",2172,0
"1356",37,2020-09-13,"26040","Nácori Chico","Sierra Alta",2172,0
"1357",38,2020-09-20,"26040","Nácori Chico","Sierra Alta",2172,0
"1358",39,2020-09-27,"26040","Nácori Chico","Sierra Alta",2172,0
"1359",40,2020-10-04,"26040","Nácori Chico","Sierra Alta",2172,0
"1360",41,2020-10-11,"26040","Nácori Chico","Sierra Alta",2172,0
"1361",42,2020-10-18,"26040","Nácori Chico","Sierra Alta",2172,0
"1362",43,2020-10-25,"26040","Nácori Chico","Sierra Alta",2172,0
"1363",44,2020-11-01,"26040","Nácori Chico","Sierra Alta",2172,0
"1364",45,2020-11-08,"26040","Nácori Chico","Sierra Alta",2172,0
"1365",46,2020-11-15,"26040","Nácori Chico","Sierra Alta",2172,0
"1366",47,2020-11-22,"26040","Nácori Chico","Sierra Alta",2172,6
"1367",48,2020-11-29,"26040","Nácori Chico","Sierra Alta",2172,0
"1368",49,2020-12-04,"26040","Nácori Chico","Sierra Alta",2172,1
"1369",12,2020-03-22,"26041","Nacozari de García","Sierra Alta",14231,0
"1370",13,2020-03-29,"26041","Nacozari de García","Sierra Alta",14231,0
"1371",14,2020-04-05,"26041","Nacozari de García","Sierra Alta",14231,0
"1372",15,2020-04-12,"26041","Nacozari de García","Sierra Alta",14231,0
"1373",16,2020-04-19,"26041","Nacozari de García","Sierra Alta",14231,0
"1374",17,2020-04-26,"26041","Nacozari de García","Sierra Alta",14231,0
"1375",18,2020-05-03,"26041","Nacozari de García","Sierra Alta",14231,0
"1376",19,2020-05-10,"26041","Nacozari de García","Sierra Alta",14231,0
"1377",20,2020-05-17,"26041","Nacozari de García","Sierra Alta",14231,2
"1378",21,2020-05-24,"26041","Nacozari de García","Sierra Alta",14231,14
"1379",22,2020-05-31,"26041","Nacozari de García","Sierra Alta",14231,7
"1380",23,2020-06-07,"26041","Nacozari de García","Sierra Alta",14231,2
"1381",24,2020-06-14,"26041","Nacozari de García","Sierra Alta",14231,2
"1382",25,2020-06-21,"26041","Nacozari de García","Sierra Alta",14231,7
"1383",26,2020-06-28,"26041","Nacozari de García","Sierra Alta",14231,1
"1384",27,2020-07-05,"26041","Nacozari de García","Sierra Alta",14231,2
"1385",28,2020-07-12,"26041","Nacozari de García","Sierra Alta",14231,3
"1386",29,2020-07-19,"26041","Nacozari de García","Sierra Alta",14231,8
"1387",30,2020-07-26,"26041","Nacozari de García","Sierra Alta",14231,0
"1388",31,2020-08-02,"26041","Nacozari de García","Sierra Alta",14231,9
"1389",32,2020-08-09,"26041","Nacozari de García","Sierra Alta",14231,1
"1390",33,2020-08-16,"26041","Nacozari de García","Sierra Alta",14231,5
"1391",34,2020-08-23,"26041","Nacozari de García","Sierra Alta",14231,1
"1392",35,2020-08-30,"26041","Nacozari de García","Sierra Alta",14231,1
"1393",36,2020-09-06,"26041","Nacozari de García","Sierra Alta",14231,0
"1394",37,2020-09-13,"26041","Nacozari de García","Sierra Alta",14231,1
"1395",38,2020-09-20,"26041","Nacozari de García","Sierra Alta",14231,0
"1396",39,2020-09-27,"26041","Nacozari de García","Sierra Alta",14231,23
"1397",40,2020-10-04,"26041","Nacozari de García","Sierra Alta",14231,0
"1398",41,2020-10-11,"26041","Nacozari de García","Sierra Alta",14231,10
"1399",42,2020-10-18,"26041","Nacozari de García","Sierra Alta",14231,3
"1400",43,2020-10-25,"26041","Nacozari de García","Sierra Alta",14231,9
"1401",44,2020-11-01,"26041","Nacozari de García","Sierra Alta",14231,22
"1402",45,2020-11-08,"26041","Nacozari de García","Sierra Alta",14231,11
"1403",46,2020-11-15,"26041","Nacozari de García","Sierra Alta",14231,12
"1404",47,2020-11-22,"26041","Nacozari de García","Sierra Alta",14231,12
"1405",48,2020-11-29,"26041","Nacozari de García","Sierra Alta",14231,37
"1406",49,2020-12-04,"26041","Nacozari de García","Sierra Alta",14231,25
"1407",12,2020-03-22,"26042","Navojoa","Sur",177079,1
"1408",13,2020-03-29,"26042","Navojoa","Sur",177079,1
"1409",14,2020-04-05,"26042","Navojoa","Sur",177079,0
"1410",15,2020-04-12,"26042","Navojoa","Sur",177079,2
"1411",16,2020-04-19,"26042","Navojoa","Sur",177079,0
"1412",17,2020-04-26,"26042","Navojoa","Sur",177079,2
"1413",18,2020-05-03,"26042","Navojoa","Sur",177079,2
"1414",19,2020-05-10,"26042","Navojoa","Sur",177079,14
"1415",20,2020-05-17,"26042","Navojoa","Sur",177079,18
"1416",21,2020-05-24,"26042","Navojoa","Sur",177079,26
"1417",22,2020-05-31,"26042","Navojoa","Sur",177079,43
"1418",23,2020-06-07,"26042","Navojoa","Sur",177079,70
"1419",24,2020-06-14,"26042","Navojoa","Sur",177079,62
"1420",25,2020-06-21,"26042","Navojoa","Sur",177079,79
"1421",26,2020-06-28,"26042","Navojoa","Sur",177079,93
"1422",27,2020-07-05,"26042","Navojoa","Sur",177079,99
"1423",28,2020-07-12,"26042","Navojoa","Sur",177079,70
"1424",29,2020-07-19,"26042","Navojoa","Sur",177079,78
"1425",30,2020-07-26,"26042","Navojoa","Sur",177079,59
"1426",31,2020-08-02,"26042","Navojoa","Sur",177079,156
"1427",32,2020-08-09,"26042","Navojoa","Sur",177079,103
"1428",33,2020-08-16,"26042","Navojoa","Sur",177079,73
"1429",34,2020-08-23,"26042","Navojoa","Sur",177079,46
"1430",35,2020-08-30,"26042","Navojoa","Sur",177079,55
"1431",36,2020-09-06,"26042","Navojoa","Sur",177079,78
"1432",37,2020-09-13,"26042","Navojoa","Sur",177079,124
"1433",38,2020-09-20,"26042","Navojoa","Sur",177079,66
"1434",39,2020-09-27,"26042","Navojoa","Sur",177079,69
"1435",40,2020-10-04,"26042","Navojoa","Sur",177079,52
"1436",41,2020-10-11,"26042","Navojoa","Sur",177079,44
"1437",42,2020-10-18,"26042","Navojoa","Sur",177079,49
"1438",43,2020-10-25,"26042","Navojoa","Sur",177079,34
"1439",44,2020-11-01,"26042","Navojoa","Sur",177079,39
"1440",45,2020-11-08,"26042","Navojoa","Sur",177079,29
"1441",46,2020-11-15,"26042","Navojoa","Sur",177079,83
"1442",47,2020-11-22,"26042","Navojoa","Sur",177079,56
"1443",48,2020-11-29,"26042","Navojoa","Sur",177079,64
"1444",49,2020-12-04,"26042","Navojoa","Sur",177079,49
"1445",12,2020-03-22,"26043","Nogales","Centro Norte",253486,0
"1446",13,2020-03-29,"26043","Nogales","Centro Norte",253486,0
"1447",14,2020-04-05,"26043","Nogales","Centro Norte",253486,1
"1448",15,2020-04-12,"26043","Nogales","Centro Norte",253486,0
"1449",16,2020-04-19,"26043","Nogales","Centro Norte",253486,1
"1450",17,2020-04-26,"26043","Nogales","Centro Norte",253486,9
"1451",18,2020-05-03,"26043","Nogales","Centro Norte",253486,16
"1452",19,2020-05-10,"26043","Nogales","Centro Norte",253486,23
"1453",20,2020-05-17,"26043","Nogales","Centro Norte",253486,57
"1454",21,2020-05-24,"26043","Nogales","Centro Norte",253486,111
"1455",22,2020-05-31,"26043","Nogales","Centro Norte",253486,87
"1456",23,2020-06-07,"26043","Nogales","Centro Norte",253486,192
"1457",24,2020-06-14,"26043","Nogales","Centro Norte",253486,254
"1458",25,2020-06-21,"26043","Nogales","Centro Norte",253486,243
"1459",26,2020-06-28,"26043","Nogales","Centro Norte",253486,309
"1460",27,2020-07-05,"26043","Nogales","Centro Norte",253486,227
"1461",28,2020-07-12,"26043","Nogales","Centro Norte",253486,178
"1462",29,2020-07-19,"26043","Nogales","Centro Norte",253486,127
"1463",30,2020-07-26,"26043","Nogales","Centro Norte",253486,51
"1464",31,2020-08-02,"26043","Nogales","Centro Norte",253486,121
"1465",32,2020-08-09,"26043","Nogales","Centro Norte",253486,219
"1466",33,2020-08-16,"26043","Nogales","Centro Norte",253486,75
"1467",34,2020-08-23,"26043","Nogales","Centro Norte",253486,38
"1468",35,2020-08-30,"26043","Nogales","Centro Norte",253486,80
"1469",36,2020-09-06,"26043","Nogales","Centro Norte",253486,32
"1470",37,2020-09-13,"26043","Nogales","Centro Norte",253486,11
"1471",38,2020-09-20,"26043","Nogales","Centro Norte",253486,33
"1472",39,2020-09-27,"26043","Nogales","Centro Norte",253486,52
"1473",40,2020-10-04,"26043","Nogales","Centro Norte",253486,23
"1474",41,2020-10-11,"26043","Nogales","Centro Norte",253486,35
"1475",42,2020-10-18,"26043","Nogales","Centro Norte",253486,49
"1476",43,2020-10-25,"26043","Nogales","Centro Norte",253486,39
"1477",44,2020-11-01,"26043","Nogales","Centro Norte",253486,50
"1478",45,2020-11-08,"26043","Nogales","Centro Norte",253486,47
"1479",46,2020-11-15,"26043","Nogales","Centro Norte",253486,77
"1480",47,2020-11-22,"26043","Nogales","Centro Norte",253486,66
"1481",48,2020-11-29,"26043","Nogales","Centro Norte",253486,173
"1482",49,2020-12-04,"26043","Nogales","Centro Norte",253486,140
"1483",12,2020-03-22,"26044","Ónavas","Sierra Centro",493,0
"1484",13,2020-03-29,"26044","Ónavas","Sierra Centro",493,0
"1485",14,2020-04-05,"26044","Ónavas","Sierra Centro",493,0
"1486",15,2020-04-12,"26044","Ónavas","Sierra Centro",493,0
"1487",16,2020-04-19,"26044","Ónavas","Sierra Centro",493,0
"1488",17,2020-04-26,"26044","Ónavas","Sierra Centro",493,0
"1489",18,2020-05-03,"26044","Ónavas","Sierra Centro",493,0
"1490",19,2020-05-10,"26044","Ónavas","Sierra Centro",493,0
"1491",20,2020-05-17,"26044","Ónavas","Sierra Centro",493,0
"1492",21,2020-05-24,"26044","Ónavas","Sierra Centro",493,0
"1493",22,2020-05-31,"26044","Ónavas","Sierra Centro",493,1
"1494",23,2020-06-07,"26044","Ónavas","Sierra Centro",493,0
"1495",24,2020-06-14,"26044","Ónavas","Sierra Centro",493,0
"1496",25,2020-06-21,"26044","Ónavas","Sierra Centro",493,0
"1497",26,2020-06-28,"26044","Ónavas","Sierra Centro",493,0
"1498",27,2020-07-05,"26044","Ónavas","Sierra Centro",493,1
"1499",28,2020-07-12,"26044","Ónavas","Sierra Centro",493,0
"1500",29,2020-07-19,"26044","Ónavas","Sierra Centro",493,0
"1501",30,2020-07-26,"26044","Ónavas","Sierra Centro",493,0
"1502",31,2020-08-02,"26044","Ónavas","Sierra Centro",493,2
"1503",32,2020-08-09,"26044","Ónavas","Sierra Centro",493,2
"1504",33,2020-08-16,"26044","Ónavas","Sierra Centro",493,0
"1505",34,2020-08-23,"26044","Ónavas","Sierra Centro",493,0
"1506",35,2020-08-30,"26044","Ónavas","Sierra Centro",493,0
"1507",36,2020-09-06,"26044","Ónavas","Sierra Centro",493,0
"1508",37,2020-09-13,"26044","Ónavas","Sierra Centro",493,0
"1509",38,2020-09-20,"26044","Ónavas","Sierra Centro",493,0
"1510",39,2020-09-27,"26044","Ónavas","Sierra Centro",493,0
"1511",40,2020-10-04,"26044","Ónavas","Sierra Centro",493,0
"1512",41,2020-10-11,"26044","Ónavas","Sierra Centro",493,0
"1513",42,2020-10-18,"26044","Ónavas","Sierra Centro",493,0
"1514",43,2020-10-25,"26044","Ónavas","Sierra Centro",493,0
"1515",44,2020-11-01,"26044","Ónavas","Sierra Centro",493,0
"1516",45,2020-11-08,"26044","Ónavas","Sierra Centro",493,0
"1517",46,2020-11-15,"26044","Ónavas","Sierra Centro",493,0
"1518",47,2020-11-22,"26044","Ónavas","Sierra Centro",493,0
"1519",48,2020-11-29,"26044","Ónavas","Sierra Centro",493,0
"1520",49,2020-12-04,"26044","Ónavas","Sierra Centro",493,0
"1521",12,2020-03-22,"26045","Opodepe","Centro Norte",2949,0
"1522",13,2020-03-29,"26045","Opodepe","Centro Norte",2949,0
"1523",14,2020-04-05,"26045","Opodepe","Centro Norte",2949,0
"1524",15,2020-04-12,"26045","Opodepe","Centro Norte",2949,2
"1525",16,2020-04-19,"26045","Opodepe","Centro Norte",2949,0
"1526",17,2020-04-26,"26045","Opodepe","Centro Norte",2949,0
"1527",18,2020-05-03,"26045","Opodepe","Centro Norte",2949,0
"1528",19,2020-05-10,"26045","Opodepe","Centro Norte",2949,0
"1529",20,2020-05-17,"26045","Opodepe","Centro Norte",2949,0
"1530",21,2020-05-24,"26045","Opodepe","Centro Norte",2949,0
"1531",22,2020-05-31,"26045","Opodepe","Centro Norte",2949,0
"1532",23,2020-06-07,"26045","Opodepe","Centro Norte",2949,0
"1533",24,2020-06-14,"26045","Opodepe","Centro Norte",2949,0
"1534",25,2020-06-21,"26045","Opodepe","Centro Norte",2949,0
"1535",26,2020-06-28,"26045","Opodepe","Centro Norte",2949,0
"1536",27,2020-07-05,"26045","Opodepe","Centro Norte",2949,0
"1537",28,2020-07-12,"26045","Opodepe","Centro Norte",2949,0
"1538",29,2020-07-19,"26045","Opodepe","Centro Norte",2949,0
"1539",30,2020-07-26,"26045","Opodepe","Centro Norte",2949,0
"1540",31,2020-08-02,"26045","Opodepe","Centro Norte",2949,0
"1541",32,2020-08-09,"26045","Opodepe","Centro Norte",2949,0
"1542",33,2020-08-16,"26045","Opodepe","Centro Norte",2949,0
"1543",34,2020-08-23,"26045","Opodepe","Centro Norte",2949,0
"1544",35,2020-08-30,"26045","Opodepe","Centro Norte",2949,0
"1545",36,2020-09-06,"26045","Opodepe","Centro Norte",2949,0
"1546",37,2020-09-13,"26045","Opodepe","Centro Norte",2949,0
"1547",38,2020-09-20,"26045","Opodepe","Centro Norte",2949,0
"1548",39,2020-09-27,"26045","Opodepe","Centro Norte",2949,0
"1549",40,2020-10-04,"26045","Opodepe","Centro Norte",2949,0
"1550",41,2020-10-11,"26045","Opodepe","Centro Norte",2949,0
"1551",42,2020-10-18,"26045","Opodepe","Centro Norte",2949,0
"1552",43,2020-10-25,"26045","Opodepe","Centro Norte",2949,0
"1553",44,2020-11-01,"26045","Opodepe","Centro Norte",2949,0
"1554",45,2020-11-08,"26045","Opodepe","Centro Norte",2949,0
"1555",46,2020-11-15,"26045","Opodepe","Centro Norte",2949,0
"1556",47,2020-11-22,"26045","Opodepe","Centro Norte",2949,0
"1557",48,2020-11-29,"26045","Opodepe","Centro Norte",2949,0
"1558",49,2020-12-04,"26045","Opodepe","Centro Norte",2949,0
"1559",12,2020-03-22,"26046","Oquitoa","Noroeste",432,0
"1560",13,2020-03-29,"26046","Oquitoa","Noroeste",432,0
"1561",14,2020-04-05,"26046","Oquitoa","Noroeste",432,0
"1562",15,2020-04-12,"26046","Oquitoa","Noroeste",432,0
"1563",16,2020-04-19,"26046","Oquitoa","Noroeste",432,0
"1564",17,2020-04-26,"26046","Oquitoa","Noroeste",432,0
"1565",18,2020-05-03,"26046","Oquitoa","Noroeste",432,0
"1566",19,2020-05-10,"26046","Oquitoa","Noroeste",432,0
"1567",20,2020-05-17,"26046","Oquitoa","Noroeste",432,0
"1568",21,2020-05-24,"26046","Oquitoa","Noroeste",432,0
"1569",22,2020-05-31,"26046","Oquitoa","Noroeste",432,0
"1570",23,2020-06-07,"26046","Oquitoa","Noroeste",432,1
"1571",24,2020-06-14,"26046","Oquitoa","Noroeste",432,0
"1572",25,2020-06-21,"26046","Oquitoa","Noroeste",432,0
"1573",26,2020-06-28,"26046","Oquitoa","Noroeste",432,0
"1574",27,2020-07-05,"26046","Oquitoa","Noroeste",432,0
"1575",28,2020-07-12,"26046","Oquitoa","Noroeste",432,0
"1576",29,2020-07-19,"26046","Oquitoa","Noroeste",432,0
"1577",30,2020-07-26,"26046","Oquitoa","Noroeste",432,0
"1578",31,2020-08-02,"26046","Oquitoa","Noroeste",432,1
"1579",32,2020-08-09,"26046","Oquitoa","Noroeste",432,0
"1580",33,2020-08-16,"26046","Oquitoa","Noroeste",432,0
"1581",34,2020-08-23,"26046","Oquitoa","Noroeste",432,0
"1582",35,2020-08-30,"26046","Oquitoa","Noroeste",432,0
"1583",36,2020-09-06,"26046","Oquitoa","Noroeste",432,0
"1584",37,2020-09-13,"26046","Oquitoa","Noroeste",432,0
"1585",38,2020-09-20,"26046","Oquitoa","Noroeste",432,0
"1586",39,2020-09-27,"26046","Oquitoa","Noroeste",432,0
"1587",40,2020-10-04,"26046","Oquitoa","Noroeste",432,0
"1588",41,2020-10-11,"26046","Oquitoa","Noroeste",432,0
"1589",42,2020-10-18,"26046","Oquitoa","Noroeste",432,0
"1590",43,2020-10-25,"26046","Oquitoa","Noroeste",432,0
"1591",44,2020-11-01,"26046","Oquitoa","Noroeste",432,0
"1592",45,2020-11-08,"26046","Oquitoa","Noroeste",432,0
"1593",46,2020-11-15,"26046","Oquitoa","Noroeste",432,0
"1594",47,2020-11-22,"26046","Oquitoa","Noroeste",432,0
"1595",48,2020-11-29,"26046","Oquitoa","Noroeste",432,0
"1596",49,2020-12-04,"26046","Oquitoa","Noroeste",432,0
"1597",12,2020-03-22,"26047","Pitiquito","Noroeste",10159,0
"1598",13,2020-03-29,"26047","Pitiquito","Noroeste",10159,0
"1599",14,2020-04-05,"26047","Pitiquito","Noroeste",10159,0
"1600",15,2020-04-12,"26047","Pitiquito","Noroeste",10159,0
"1601",16,2020-04-19,"26047","Pitiquito","Noroeste",10159,0
"1602",17,2020-04-26,"26047","Pitiquito","Noroeste",10159,0
"1603",18,2020-05-03,"26047","Pitiquito","Noroeste",10159,0
"1604",19,2020-05-10,"26047","Pitiquito","Noroeste",10159,0
"1605",20,2020-05-17,"26047","Pitiquito","Noroeste",10159,0
"1606",21,2020-05-24,"26047","Pitiquito","Noroeste",10159,0
"1607",22,2020-05-31,"26047","Pitiquito","Noroeste",10159,2
"1608",23,2020-06-07,"26047","Pitiquito","Noroeste",10159,7
"1609",24,2020-06-14,"26047","Pitiquito","Noroeste",10159,7
"1610",25,2020-06-21,"26047","Pitiquito","Noroeste",10159,5
"1611",26,2020-06-28,"26047","Pitiquito","Noroeste",10159,1
"1612",27,2020-07-05,"26047","Pitiquito","Noroeste",10159,9
"1613",28,2020-07-12,"26047","Pitiquito","Noroeste",10159,14
"1614",29,2020-07-19,"26047","Pitiquito","Noroeste",10159,11
"1615",30,2020-07-26,"26047","Pitiquito","Noroeste",10159,20
"1616",31,2020-08-02,"26047","Pitiquito","Noroeste",10159,6
"1617",32,2020-08-09,"26047","Pitiquito","Noroeste",10159,6
"1618",33,2020-08-16,"26047","Pitiquito","Noroeste",10159,0
"1619",34,2020-08-23,"26047","Pitiquito","Noroeste",10159,8
"1620",35,2020-08-30,"26047","Pitiquito","Noroeste",10159,2
"1621",36,2020-09-06,"26047","Pitiquito","Noroeste",10159,2
"1622",37,2020-09-13,"26047","Pitiquito","Noroeste",10159,10
"1623",38,2020-09-20,"26047","Pitiquito","Noroeste",10159,2
"1624",39,2020-09-27,"26047","Pitiquito","Noroeste",10159,3
"1625",40,2020-10-04,"26047","Pitiquito","Noroeste",10159,5
"1626",41,2020-10-11,"26047","Pitiquito","Noroeste",10159,3
"1627",42,2020-10-18,"26047","Pitiquito","Noroeste",10159,2
"1628",43,2020-10-25,"26047","Pitiquito","Noroeste",10159,3
"1629",44,2020-11-01,"26047","Pitiquito","Noroeste",10159,2
"1630",45,2020-11-08,"26047","Pitiquito","Noroeste",10159,0
"1631",46,2020-11-15,"26047","Pitiquito","Noroeste",10159,0
"1632",47,2020-11-22,"26047","Pitiquito","Noroeste",10159,0
"1633",48,2020-11-29,"26047","Pitiquito","Noroeste",10159,3
"1634",49,2020-12-04,"26047","Pitiquito","Noroeste",10159,0
"1635",12,2020-03-22,"26048","Puerto Peñasco","Noroeste",72279,0
