"","SEMANA","REPORTE","CVEGEO","MUNICIPIO","CLAS_REG","POB","CASOS_SEMANALES"
"1",12,2020-03-22,"26001","Aconchi","Río Sonora",3025,0
"2",13,2020-03-29,"26001","Aconchi","Río Sonora",3025,0
"3",14,2020-04-05,"26001","Aconchi","Río Sonora",3025,0
"4",15,2020-04-12,"26001","Aconchi","Río Sonora",3025,0
"5",16,2020-04-19,"26001","Aconchi","Río Sonora",3025,0
"6",17,2020-04-26,"26001","Aconchi","Río Sonora",3025,0
"7",18,2020-05-03,"26001","Aconchi","Río Sonora",3025,0
"8",19,2020-05-10,"26001","Aconchi","Río Sonora",3025,0
"9",20,2020-05-17,"26001","Aconchi","Río Sonora",3025,0
"10",21,2020-05-24,"26001","Aconchi","Río Sonora",3025,0
"11",22,2020-05-31,"26001","Aconchi","Río Sonora",3025,0
"12",23,2020-06-07,"26001","Aconchi","Río Sonora",3025,0
"13",24,2020-06-14,"26001","Aconchi","Río Sonora",3025,1
"14",25,2020-06-21,"26001","Aconchi","Río Sonora",3025,0
"15",26,2020-06-28,"26001","Aconchi","Río Sonora",3025,1
"16",27,2020-07-05,"26001","Aconchi","Río Sonora",3025,0
"17",28,2020-07-12,"26001","Aconchi","Río Sonora",3025,0
"18",29,2020-07-19,"26001","Aconchi","Río Sonora",3025,0
"19",30,2020-07-26,"26001","Aconchi","Río Sonora",3025,3
"20",31,2020-08-02,"26001","Aconchi","Río Sonora",3025,1
"21",32,2020-08-09,"26001","Aconchi","Río Sonora",3025,0
"22",33,2020-08-16,"26001","Aconchi","Río Sonora",3025,3
"23",34,2020-08-23,"26001","Aconchi","Río Sonora",3025,0
"24",35,2020-08-30,"26001","Aconchi","Río Sonora",3025,2
"25",36,2020-09-06,"26001","Aconchi","Río Sonora",3025,0
"26",37,2020-09-13,"26001","Aconchi","Río Sonora",3025,0
"27",38,2020-09-20,"26001","Aconchi","Río Sonora",3025,0
"28",39,2020-09-27,"26001","Aconchi","Río Sonora",3025,2
"29",40,2020-10-04,"26001","Aconchi","Río Sonora",3025,2
"30",41,2020-10-11,"26001","Aconchi","Río Sonora",3025,0
"31",42,2020-10-18,"26001","Aconchi","Río Sonora",3025,0
"32",43,2020-10-25,"26001","Aconchi","Río Sonora",3025,1
"33",44,2020-11-01,"26001","Aconchi","Río Sonora",3025,0
"34",45,2020-11-08,"26001","Aconchi","Río Sonora",3025,0
"35",46,2020-11-15,"26001","Aconchi","Río Sonora",3025,4
"36",47,2020-11-22,"26001","Aconchi","Río Sonora",3025,0
"37",48,2020-11-29,"26001","Aconchi","Río Sonora",3025,0
"38",49,2020-12-04,"26001","Aconchi","Río Sonora",3025,0
"39",12,2020-03-22,"26002","Agua Prieta","Sierra Alta",88530,0
"40",13,2020-03-29,"26002","Agua Prieta","Sierra Alta",88530,0
"41",14,2020-04-05,"26002","Agua Prieta","Sierra Alta",88530,0
"42",15,2020-04-12,"26002","Agua Prieta","Sierra Alta",88530,0
"43",16,2020-04-19,"26002","Agua Prieta","Sierra Alta",88530,1
"44",17,2020-04-26,"26002","Agua Prieta","Sierra Alta",88530,0
"45",18,2020-05-03,"26002","Agua Prieta","Sierra Alta",88530,3
"46",19,2020-05-10,"26002","Agua Prieta","Sierra Alta",88530,7
"47",20,2020-05-17,"26002","Agua Prieta","Sierra Alta",88530,3
"48",21,2020-05-24,"26002","Agua Prieta","Sierra Alta",88530,8
"49",22,2020-05-31,"26002","Agua Prieta","Sierra Alta",88530,18
"50",23,2020-06-07,"26002","Agua Prieta","Sierra Alta",88530,23
"51",24,2020-06-14,"26002","Agua Prieta","Sierra Alta",88530,41
"52",25,2020-06-21,"26002","Agua Prieta","Sierra Alta",88530,48
"53",26,2020-06-28,"26002","Agua Prieta","Sierra Alta",88530,70
"54",27,2020-07-05,"26002","Agua Prieta","Sierra Alta",88530,49
"55",28,2020-07-12,"26002","Agua Prieta","Sierra Alta",88530,96
"56",29,2020-07-19,"26002","Agua Prieta","Sierra Alta",88530,80
"57",30,2020-07-26,"26002","Agua Prieta","Sierra Alta",88530,55
"58",31,2020-08-02,"26002","Agua Prieta","Sierra Alta",88530,85
"59",32,2020-08-09,"26002","Agua Prieta","Sierra Alta",88530,18
"60",33,2020-08-16,"26002","Agua Prieta","Sierra Alta",88530,40
"61",34,2020-08-23,"26002","Agua Prieta","Sierra Alta",88530,33
"62",35,2020-08-30,"26002","Agua Prieta","Sierra Alta",88530,15
"63",36,2020-09-06,"26002","Agua Prieta","Sierra Alta",88530,33
"64",37,2020-09-13,"26002","Agua Prieta","Sierra Alta",88530,1
"65",38,2020-09-20,"26002","Agua Prieta","Sierra Alta",88530,5
"66",39,2020-09-27,"26002","Agua Prieta","Sierra Alta",88530,8
"67",40,2020-10-04,"26002","Agua Prieta","Sierra Alta",88530,1
"68",41,2020-10-11,"26002","Agua Prieta","Sierra Alta",88530,3
"69",42,2020-10-18,"26002","Agua Prieta","Sierra Alta",88530,8
"70",43,2020-10-25,"26002","Agua Prieta","Sierra Alta",88530,13
"71",44,2020-11-01,"26002","Agua Prieta","Sierra Alta",88530,23
"72",45,2020-11-08,"26002","Agua Prieta","Sierra Alta",88530,20
"73",46,2020-11-15,"26002","Agua Prieta","Sierra Alta",88530,34
"74",47,2020-11-22,"26002","Agua Prieta","Sierra Alta",88530,67
"75",48,2020-11-29,"26002","Agua Prieta","Sierra Alta",88530,47
"76",49,2020-12-04,"26002","Agua Prieta","Sierra Alta",88530,39
"77",12,2020-03-22,"26003","Álamos","Sur",27922,0
"78",13,2020-03-29,"26003","Álamos","Sur",27922,0
"79",14,2020-04-05,"26003","Álamos","Sur",27922,0
"80",15,2020-04-12,"26003","Álamos","Sur",27922,0
"81",16,2020-04-19,"26003","Álamos","Sur",27922,0
"82",17,2020-04-26,"26003","Álamos","Sur",27922,0
"83",18,2020-05-03,"26003","Álamos","Sur",27922,0
"84",19,2020-05-10,"26003","Álamos","Sur",27922,0
"85",20,2020-05-17,"26003","Álamos","Sur",27922,0
"86",21,2020-05-24,"26003","Álamos","Sur",27922,0
"87",22,2020-05-31,"26003","Álamos","Sur",27922,1
"88",23,2020-06-07,"26003","Álamos","Sur",27922,3
"89",24,2020-06-14,"26003","Álamos","Sur",27922,1
"90",25,2020-06-21,"26003","Álamos","Sur",27922,6
"91",26,2020-06-28,"26003","Álamos","Sur",27922,8
"92",27,2020-07-05,"26003","Álamos","Sur",27922,8
"93",28,2020-07-12,"26003","Álamos","Sur",27922,10
"94",29,2020-07-19,"26003","Álamos","Sur",27922,3
"95",30,2020-07-26,"26003","Álamos","Sur",27922,5
"96",31,2020-08-02,"26003","Álamos","Sur",27922,4
"97",32,2020-08-09,"26003","Álamos","Sur",27922,1
"98",33,2020-08-16,"26003","Álamos","Sur",27922,2
"99",34,2020-08-23,"26003","Álamos","Sur",27922,4
"100",35,2020-08-30,"26003","Álamos","Sur",27922,2
"101",36,2020-09-06,"26003","Álamos","Sur",27922,2
"102",37,2020-09-13,"26003","Álamos","Sur",27922,4
"103",38,2020-09-20,"26003","Álamos","Sur",27922,2
"104",39,2020-09-27,"26003","Álamos","Sur",27922,2
"105",40,2020-10-04,"26003","Álamos","Sur",27922,0
"106",41,2020-10-11,"26003","Álamos","Sur",27922,1
"107",42,2020-10-18,"26003","Álamos","Sur",27922,3
"108",43,2020-10-25,"26003","Álamos","Sur",27922,1
"109",44,2020-11-01,"26003","Álamos","Sur",27922,2
"110",45,2020-11-08,"26003","Álamos","Sur",27922,2
"111",46,2020-11-15,"26003","Álamos","Sur",27922,3
"112",47,2020-11-22,"26003","Álamos","Sur",27922,7
"113",48,2020-11-29,"26003","Álamos","Sur",27922,2
"114",49,2020-12-04,"26003","Álamos","Sur",27922,12
"115",12,2020-03-22,"26004","Altar","Noroeste",10309,0
"116",13,2020-03-29,"26004","Altar","Noroeste",10309,0
"117",14,2020-04-05,"26004","Altar","Noroeste",10309,0
"118",15,2020-04-12,"26004","Altar","Noroeste",10309,0
"119",16,2020-04-19,"26004","Altar","Noroeste",10309,0
"120",17,2020-04-26,"26004","Altar","Noroeste",10309,0
"121",18,2020-05-03,"26004","Altar","Noroeste",10309,0
"122",19,2020-05-10,"26004","Altar","Noroeste",10309,2
"123",20,2020-05-17,"26004","Altar","Noroeste",10309,2
"124",21,2020-05-24,"26004","Altar","Noroeste",10309,2
"125",22,2020-05-31,"26004","Altar","Noroeste",10309,3
"126",23,2020-06-07,"26004","Altar","Noroeste",10309,6
"127",24,2020-06-14,"26004","Altar","Noroeste",10309,1
"128",25,2020-06-21,"26004","Altar","Noroeste",10309,6
"129",26,2020-06-28,"26004","Altar","Noroeste",10309,0
"130",27,2020-07-05,"26004","Altar","Noroeste",10309,4
"131",28,2020-07-12,"26004","Altar","Noroeste",10309,5
"132",29,2020-07-19,"26004","Altar","Noroeste",10309,1
"133",30,2020-07-26,"26004","Altar","Noroeste",10309,5
"134",31,2020-08-02,"26004","Altar","Noroeste",10309,2
"135",32,2020-08-09,"26004","Altar","Noroeste",10309,1
"136",33,2020-08-16,"26004","Altar","Noroeste",10309,2
"137",34,2020-08-23,"26004","Altar","Noroeste",10309,0
"138",35,2020-08-30,"26004","Altar","Noroeste",10309,2
"139",36,2020-09-06,"26004","Altar","Noroeste",10309,0
"140",37,2020-09-13,"26004","Altar","Noroeste",10309,2
"141",38,2020-09-20,"26004","Altar","Noroeste",10309,3
"142",39,2020-09-27,"26004","Altar","Noroeste",10309,0
"143",40,2020-10-04,"26004","Altar","Noroeste",10309,1
"144",41,2020-10-11,"26004","Altar","Noroeste",10309,2
"145",42,2020-10-18,"26004","Altar","Noroeste",10309,0
"146",43,2020-10-25,"26004","Altar","Noroeste",10309,1
"147",44,2020-11-01,"26004","Altar","Noroeste",10309,1
"148",45,2020-11-08,"26004","Altar","Noroeste",10309,6
"149",46,2020-11-15,"26004","Altar","Noroeste",10309,0
"150",47,2020-11-22,"26004","Altar","Noroeste",10309,0
"151",48,2020-11-29,"26004","Altar","Noroeste",10309,1
"152",49,2020-12-04,"26004","Altar","Noroeste",10309,3
"153",12,2020-03-22,"26005","Arivechi","Sierra Centro",1284,0
"154",13,2020-03-29,"26005","Arivechi","Sierra Centro",1284,0
"155",14,2020-04-05,"26005","Arivechi","Sierra Centro",1284,0
"156",15,2020-04-12,"26005","Arivechi","Sierra Centro",1284,0
"157",16,2020-04-19,"26005","Arivechi","Sierra Centro",1284,0
"158",17,2020-04-26,"26005","Arivechi","Sierra Centro",1284,0
"159",18,2020-05-03,"26005","Arivechi","Sierra Centro",1284,0
"160",19,2020-05-10,"26005","Arivechi","Sierra Centro",1284,0
"161",20,2020-05-17,"26005","Arivechi","Sierra Centro",1284,0
"162",21,2020-05-24,"26005","Arivechi","Sierra Centro",1284,0
"163",22,2020-05-31,"26005","Arivechi","Sierra Centro",1284,0
"164",23,2020-06-07,"26005","Arivechi","Sierra Centro",1284,0
"165",24,2020-06-14,"26005","Arivechi","Sierra Centro",1284,0
"166",25,2020-06-21,"26005","Arivechi","Sierra Centro",1284,0
"167",26,2020-06-28,"26005","Arivechi","Sierra Centro",1284,0
"168",27,2020-07-05,"26005","Arivechi","Sierra Centro",1284,0
"169",28,2020-07-12,"26005","Arivechi","Sierra Centro",1284,0
"170",29,2020-07-19,"26005","Arivechi","Sierra Centro",1284,0
"171",30,2020-07-26,"26005","Arivechi","Sierra Centro",1284,0
"172",31,2020-08-02,"26005","Arivechi","Sierra Centro",1284,0
"173",32,2020-08-09,"26005","Arivechi","Sierra Centro",1284,0
"174",33,2020-08-16,"26005","Arivechi","Sierra Centro",1284,0
"175",34,2020-08-23,"26005","Arivechi","Sierra Centro",1284,0
"176",35,2020-08-30,"26005","Arivechi","Sierra Centro",1284,0
"177",36,2020-09-06,"26005","Arivechi","Sierra Centro",1284,0
"178",37,2020-09-13,"26005","Arivechi","Sierra Centro",1284,0
"179",38,2020-09-20,"26005","Arivechi","Sierra Centro",1284,0
"180",39,2020-09-27,"26005","Arivechi","Sierra Centro",1284,0
"181",40,2020-10-04,"26005","Arivechi","Sierra Centro",1284,0
"182",41,2020-10-11,"26005","Arivechi","Sierra Centro",1284,0
"183",42,2020-10-18,"26005","Arivechi","Sierra Centro",1284,0
"184",43,2020-10-25,"26005","Arivechi","Sierra Centro",1284,0
"185",44,2020-11-01,"26005","Arivechi","Sierra Centro",1284,0
"186",45,2020-11-08,"26005","Arivechi","Sierra Centro",1284,0
"187",46,2020-11-15,"26005","Arivechi","Sierra Centro",1284,0
"188",47,2020-11-22,"26005","Arivechi","Sierra Centro",1284,0
"189",48,2020-11-29,"26005","Arivechi","Sierra Centro",1284,3
"190",49,2020-12-04,"26005","Arivechi","Sierra Centro",1284,3
"191",12,2020-03-22,"26006","Arizpe","Río Sonora",2958,0
"192",13,2020-03-29,"26006","Arizpe","Río Sonora",2958,0
"193",14,2020-04-05,"26006","Arizpe","Río Sonora",2958,0
"194",15,2020-04-12,"26006","Arizpe","Río Sonora",2958,0
"195",16,2020-04-19,"26006","Arizpe","Río Sonora",2958,0
"196",17,2020-04-26,"26006","Arizpe","Río Sonora",2958,0
"197",18,2020-05-03,"26006","Arizpe","Río Sonora",2958,0
"198",19,2020-05-10,"26006","Arizpe","Río Sonora",2958,0
"199",20,2020-05-17,"26006","Arizpe","Río Sonora",2958,0
"200",21,2020-05-24,"26006","Arizpe","Río Sonora",2958,0
"201",22,2020-05-31,"26006","Arizpe","Río Sonora",2958,0
"202",23,2020-06-07,"26006","Arizpe","Río Sonora",2958,0
"203",24,2020-06-14,"26006","Arizpe","Río Sonora",2958,2
"204",25,2020-06-21,"26006","Arizpe","Río Sonora",2958,8
"205",26,2020-06-28,"26006","Arizpe","Río Sonora",2958,1
"206",27,2020-07-05,"26006","Arizpe","Río Sonora",2958,0
"207",28,2020-07-12,"26006","Arizpe","Río Sonora",2958,0
"208",29,2020-07-19,"26006","Arizpe","Río Sonora",2958,0
"209",30,2020-07-26,"26006","Arizpe","Río Sonora",2958,0
"210",31,2020-08-02,"26006","Arizpe","Río Sonora",2958,0
"211",32,2020-08-09,"26006","Arizpe","Río Sonora",2958,0
"212",33,2020-08-16,"26006","Arizpe","Río Sonora",2958,0
"213",34,2020-08-23,"26006","Arizpe","Río Sonora",2958,0
"214",35,2020-08-30,"26006","Arizpe","Río Sonora",2958,0
"215",36,2020-09-06,"26006","Arizpe","Río Sonora",2958,0
"216",37,2020-09-13,"26006","Arizpe","Río Sonora",2958,0
"217",38,2020-09-20,"26006","Arizpe","Río Sonora",2958,0
"218",39,2020-09-27,"26006","Arizpe","Río Sonora",2958,0
"219",40,2020-10-04,"26006","Arizpe","Río Sonora",2958,0
"220",41,2020-10-11,"26006","Arizpe","Río Sonora",2958,0
"221",42,2020-10-18,"26006","Arizpe","Río Sonora",2958,0
"222",43,2020-10-25,"26006","Arizpe","Río Sonora",2958,0
"223",44,2020-11-01,"26006","Arizpe","Río Sonora",2958,0
"224",45,2020-11-08,"26006","Arizpe","Río Sonora",2958,0
"225",46,2020-11-15,"26006","Arizpe","Río Sonora",2958,0
"226",47,2020-11-22,"26006","Arizpe","Río Sonora",2958,1
"227",48,2020-11-29,"26006","Arizpe","Río Sonora",2958,0
"228",49,2020-12-04,"26006","Arizpe","Río Sonora",2958,3
"229",12,2020-03-22,"26010","Bacerac","Sierra Alta",1537,0
"230",13,2020-03-29,"26010","Bacerac","Sierra Alta",1537,0
"231",14,2020-04-05,"26010","Bacerac","Sierra Alta",1537,0
"232",15,2020-04-12,"26010","Bacerac","Sierra Alta",1537,0
"233",16,2020-04-19,"26010","Bacerac","Sierra Alta",1537,0
"234",17,2020-04-26,"26010","Bacerac","Sierra Alta",1537,0
"235",18,2020-05-03,"26010","Bacerac","Sierra Alta",1537,0
"236",19,2020-05-10,"26010","Bacerac","Sierra Alta",1537,0
"237",20,2020-05-17,"26010","Bacerac","Sierra Alta",1537,0
"238",21,2020-05-24,"26010","Bacerac","Sierra Alta",1537,0
"239",22,2020-05-31,"26010","Bacerac","Sierra Alta",1537,0
"240",23,2020-06-07,"26010","Bacerac","Sierra Alta",1537,0
"241",24,2020-06-14,"26010","Bacerac","Sierra Alta",1537,2
"242",25,2020-06-21,"26010","Bacerac","Sierra Alta",1537,1
"243",26,2020-06-28,"26010","Bacerac","Sierra Alta",1537,0
"244",27,2020-07-05,"26010","Bacerac","Sierra Alta",1537,0
"245",28,2020-07-12,"26010","Bacerac","Sierra Alta",1537,0
"246",29,2020-07-19,"26010","Bacerac","Sierra Alta",1537,0
"247",30,2020-07-26,"26010","Bacerac","Sierra Alta",1537,0
"248",31,2020-08-02,"26010","Bacerac","Sierra Alta",1537,0
"249",32,2020-08-09,"26010","Bacerac","Sierra Alta",1537,0
"250",33,2020-08-16,"26010","Bacerac","Sierra Alta",1537,0
"251",34,2020-08-23,"26010","Bacerac","Sierra Alta",1537,0
"252",35,2020-08-30,"26010","Bacerac","Sierra Alta",1537,0
"253",36,2020-09-06,"26010","Bacerac","Sierra Alta",1537,0
"254",37,2020-09-13,"26010","Bacerac","Sierra Alta",1537,0
"255",38,2020-09-20,"26010","Bacerac","Sierra Alta",1537,0
"256",39,2020-09-27,"26010","Bacerac","Sierra Alta",1537,0
"257",40,2020-10-04,"26010","Bacerac","Sierra Alta",1537,0
"258",41,2020-10-11,"26010","Bacerac","Sierra Alta",1537,0
"259",42,2020-10-18,"26010","Bacerac","Sierra Alta",1537,0
"260",43,2020-10-25,"26010","Bacerac","Sierra Alta",1537,0
"261",44,2020-11-01,"26010","Bacerac","Sierra Alta",1537,0
"262",45,2020-11-08,"26010","Bacerac","Sierra Alta",1537,0
"263",46,2020-11-15,"26010","Bacerac","Sierra Alta",1537,0
"264",47,2020-11-22,"26010","Bacerac","Sierra Alta",1537,0
"265",48,2020-11-29,"26010","Bacerac","Sierra Alta",1537,0
"266",49,2020-12-04,"26010","Bacerac","Sierra Alta",1537,0
"267",12,2020-03-22,"26011","Bacoachi","Río Sonora",1736,0
"268",13,2020-03-29,"26011","Bacoachi","Río Sonora",1736,0
"269",14,2020-04-05,"26011","Bacoachi","Río Sonora",1736,0
"270",15,2020-04-12,"26011","Bacoachi","Río Sonora",1736,0
"271",16,2020-04-19,"26011","Bacoachi","Río Sonora",1736,0
"272",17,2020-04-26,"26011","Bacoachi","Río Sonora",1736,0
"273",18,2020-05-03,"26011","Bacoachi","Río Sonora",1736,0
"274",19,2020-05-10,"26011","Bacoachi","Río Sonora",1736,0
"275",20,2020-05-17,"26011","Bacoachi","Río Sonora",1736,0
"276",21,2020-05-24,"26011","Bacoachi","Río Sonora",1736,0
"277",22,2020-05-31,"26011","Bacoachi","Río Sonora",1736,0
"278",23,2020-06-07,"26011","Bacoachi","Río Sonora",1736,0
"279",24,2020-06-14,"26011","Bacoachi","Río Sonora",1736,0
"280",25,2020-06-21,"26011","Bacoachi","Río Sonora",1736,11
"281",26,2020-06-28,"26011","Bacoachi","Río Sonora",1736,3
"282",27,2020-07-05,"26011","Bacoachi","Río Sonora",1736,1
"283",28,2020-07-12,"26011","Bacoachi","Río Sonora",1736,1
"284",29,2020-07-19,"26011","Bacoachi","Río Sonora",1736,0
"285",30,2020-07-26,"26011","Bacoachi","Río Sonora",1736,0
"286",31,2020-08-02,"26011","Bacoachi","Río Sonora",1736,2
"287",32,2020-08-09,"26011","Bacoachi","Río Sonora",1736,0
"288",33,2020-08-16,"26011","Bacoachi","Río Sonora",1736,0
"289",34,2020-08-23,"26011","Bacoachi","Río Sonora",1736,0
"290",35,2020-08-30,"26011","Bacoachi","Río Sonora",1736,0
"291",36,2020-09-06,"26011","Bacoachi","Río Sonora",1736,0
"292",37,2020-09-13,"26011","Bacoachi","Río Sonora",1736,1
"293",38,2020-09-20,"26011","Bacoachi","Río Sonora",1736,0
"294",39,2020-09-27,"26011","Bacoachi","Río Sonora",1736,1
"295",40,2020-10-04,"26011","Bacoachi","Río Sonora",1736,0
"296",41,2020-10-11,"26011","Bacoachi","Río Sonora",1736,0
"297",42,2020-10-18,"26011","Bacoachi","Río Sonora",1736,0
"298",43,2020-10-25,"26011","Bacoachi","Río Sonora",1736,0
"299",44,2020-11-01,"26011","Bacoachi","Río Sonora",1736,2
"300",45,2020-11-08,"26011","Bacoachi","Río Sonora",1736,1
"301",46,2020-11-15,"26011","Bacoachi","Río Sonora",1736,1
"302",47,2020-11-22,"26011","Bacoachi","Río Sonora",1736,1
"303",48,2020-11-29,"26011","Bacoachi","Río Sonora",1736,0
"304",49,2020-12-04,"26011","Bacoachi","Río Sonora",1736,2
"305",12,2020-03-22,"26012","Bácum","Sur",24900,0
"306",13,2020-03-29,"26012","Bácum","Sur",24900,0
"307",14,2020-04-05,"26012","Bácum","Sur",24900,0
"308",15,2020-04-12,"26012","Bácum","Sur",24900,0
"309",16,2020-04-19,"26012","Bácum","Sur",24900,0
"310",17,2020-04-26,"26012","Bácum","Sur",24900,0
"311",18,2020-05-03,"26012","Bácum","Sur",24900,0
"312",19,2020-05-10,"26012","Bácum","Sur",24900,0
"313",20,2020-05-17,"26012","Bácum","Sur",24900,1
"314",21,2020-05-24,"26012","Bácum","Sur",24900,2
"315",22,2020-05-31,"26012","Bácum","Sur",24900,1
"316",23,2020-06-07,"26012","Bácum","Sur",24900,4
"317",24,2020-06-14,"26012","Bácum","Sur",24900,2
"318",25,2020-06-21,"26012","Bácum","Sur",24900,6
"319",26,2020-06-28,"26012","Bácum","Sur",24900,5
"320",27,2020-07-05,"26012","Bácum","Sur",24900,9
"321",28,2020-07-12,"26012","Bácum","Sur",24900,4
"322",29,2020-07-19,"26012","Bácum","Sur",24900,3
"323",30,2020-07-26,"26012","Bácum","Sur",24900,5
"324",31,2020-08-02,"26012","Bácum","Sur",24900,16
"325",32,2020-08-09,"26012","Bácum","Sur",24900,35
"326",33,2020-08-16,"26012","Bácum","Sur",24900,24
"327",34,2020-08-23,"26012","Bácum","Sur",24900,17
"328",35,2020-08-30,"26012","Bácum","Sur",24900,5
"329",36,2020-09-06,"26012","Bácum","Sur",24900,4
"330",37,2020-09-13,"26012","Bácum","Sur",24900,3
"331",38,2020-09-20,"26012","Bácum","Sur",24900,2
"332",39,2020-09-27,"26012","Bácum","Sur",24900,2
"333",40,2020-10-04,"26012","Bácum","Sur",24900,3
"334",41,2020-10-11,"26012","Bácum","Sur",24900,0
"335",42,2020-10-18,"26012","Bácum","Sur",24900,2
"336",43,2020-10-25,"26012","Bácum","Sur",24900,1
"337",44,2020-11-01,"26012","Bácum","Sur",24900,3
"338",45,2020-11-08,"26012","Bácum","Sur",24900,0
"339",46,2020-11-15,"26012","Bácum","Sur",24900,1
"340",47,2020-11-22,"26012","Bácum","Sur",24900,1
"341",48,2020-11-29,"26012","Bácum","Sur",24900,3
"342",49,2020-12-04,"26012","Bácum","Sur",24900,2
"343",12,2020-03-22,"26013","Banámichi","Río Sonora",1797,0
"344",13,2020-03-29,"26013","Banámichi","Río Sonora",1797,0
"345",14,2020-04-05,"26013","Banámichi","Río Sonora",1797,0
"346",15,2020-04-12,"26013","Banámichi","Río Sonora",1797,0
"347",16,2020-04-19,"26013","Banámichi","Río Sonora",1797,0
"348",17,2020-04-26,"26013","Banámichi","Río Sonora",1797,0
"349",18,2020-05-03,"26013","Banámichi","Río Sonora",1797,0
"350",19,2020-05-10,"26013","Banámichi","Río Sonora",1797,0
"351",20,2020-05-17,"26013","Banámichi","Río Sonora",1797,0
"352",21,2020-05-24,"26013","Banámichi","Río Sonora",1797,0
"353",22,2020-05-31,"26013","Banámichi","Río Sonora",1797,0
"354",23,2020-06-07,"26013","Banámichi","Río Sonora",1797,0
"355",24,2020-06-14,"26013","Banámichi","Río Sonora",1797,0
"356",25,2020-06-21,"26013","Banámichi","Río Sonora",1797,0
"357",26,2020-06-28,"26013","Banámichi","Río Sonora",1797,0
"358",27,2020-07-05,"26013","Banámichi","Río Sonora",1797,0
"359",28,2020-07-12,"26013","Banámichi","Río Sonora",1797,0
"360",29,2020-07-19,"26013","Banámichi","Río Sonora",1797,0
"361",30,2020-07-26,"26013","Banámichi","Río Sonora",1797,0
"362",31,2020-08-02,"26013","Banámichi","Río Sonora",1797,1
"363",32,2020-08-09,"26013","Banámichi","Río Sonora",1797,1
"364",33,2020-08-16,"26013","Banámichi","Río Sonora",1797,0
"365",34,2020-08-23,"26013","Banámichi","Río Sonora",1797,0
"366",35,2020-08-30,"26013","Banámichi","Río Sonora",1797,0
"367",36,2020-09-06,"26013","Banámichi","Río Sonora",1797,0
"368",37,2020-09-13,"26013","Banámichi","Río Sonora",1797,0
"369",38,2020-09-20,"26013","Banámichi","Río Sonora",1797,0
"370",39,2020-09-27,"26013","Banámichi","Río Sonora",1797,0
"371",40,2020-10-04,"26013","Banámichi","Río Sonora",1797,0
"372",41,2020-10-11,"26013","Banámichi","Río Sonora",1797,1
"373",42,2020-10-18,"26013","Banámichi","Río Sonora",1797,0
"374",43,2020-10-25,"26013","Banámichi","Río Sonora",1797,0
"375",44,2020-11-01,"26013","Banámichi","Río Sonora",1797,0
"376",45,2020-11-08,"26013","Banámichi","Río Sonora",1797,0
"377",46,2020-11-15,"26013","Banámichi","Río Sonora",1797,0
"378",47,2020-11-22,"26013","Banámichi","Río Sonora",1797,1
"379",48,2020-11-29,"26013","Banámichi","Río Sonora",1797,2
"380",49,2020-12-04,"26013","Banámichi","Río Sonora",1797,2
"381",12,2020-03-22,"26014","Baviácora","Río Sonora",3676,0
"382",13,2020-03-29,"26014","Baviácora","Río Sonora",3676,0
"383",14,2020-04-05,"26014","Baviácora","Río Sonora",3676,0
"384",15,2020-04-12,"26014","Baviácora","Río Sonora",3676,0
"385",16,2020-04-19,"26014","Baviácora","Río Sonora",3676,0
"386",17,2020-04-26,"26014","Baviácora","Río Sonora",3676,0
"387",18,2020-05-03,"26014","Baviácora","Río Sonora",3676,0
"388",19,2020-05-10,"26014","Baviácora","Río Sonora",3676,0
"389",20,2020-05-17,"26014","Baviácora","Río Sonora",3676,0
"390",21,2020-05-24,"26014","Baviácora","Río Sonora",3676,0
"391",22,2020-05-31,"26014","Baviácora","Río Sonora",3676,2
"392",23,2020-06-07,"26014","Baviácora","Río Sonora",3676,0
"393",24,2020-06-14,"26014","Baviácora","Río Sonora",3676,0
"394",25,2020-06-21,"26014","Baviácora","Río Sonora",3676,1
"395",26,2020-06-28,"26014","Baviácora","Río Sonora",3676,1
"396",27,2020-07-05,"26014","Baviácora","Río Sonora",3676,4
"397",28,2020-07-12,"26014","Baviácora","Río Sonora",3676,7
"398",29,2020-07-19,"26014","Baviácora","Río Sonora",3676,1
"399",30,2020-07-26,"26014","Baviácora","Río Sonora",3676,0
"400",31,2020-08-02,"26014","Baviácora","Río Sonora",3676,12
"401",32,2020-08-09,"26014","Baviácora","Río Sonora",3676,0
"402",33,2020-08-16,"26014","Baviácora","Río Sonora",3676,1
"403",34,2020-08-23,"26014","Baviácora","Río Sonora",3676,0
"404",35,2020-08-30,"26014","Baviácora","Río Sonora",3676,0
"405",36,2020-09-06,"26014","Baviácora","Río Sonora",3676,0
"406",37,2020-09-13,"26014","Baviácora","Río Sonora",3676,0
"407",38,2020-09-20,"26014","Baviácora","Río Sonora",3676,0
"408",39,2020-09-27,"26014","Baviácora","Río Sonora",3676,3
"409",40,2020-10-04,"26014","Baviácora","Río Sonora",3676,0
"410",41,2020-10-11,"26014","Baviácora","Río Sonora",3676,0
"411",42,2020-10-18,"26014","Baviácora","Río Sonora",3676,0
"412",43,2020-10-25,"26014","Baviácora","Río Sonora",3676,0
"413",44,2020-11-01,"26014","Baviácora","Río Sonora",3676,1
"414",45,2020-11-08,"26014","Baviácora","Río Sonora",3676,0
"415",46,2020-11-15,"26014","Baviácora","Río Sonora",3676,2
