CVE_MUN,NOM_MUN,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,23/11/2020,24/11/2020,25/11/2020,26/11/2020,27/11/2020,28/11/2020,29/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,05/12/2020,06/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,16/01/2021,17/01/2021,18/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021
26022,Cucurpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
26023,Cumpas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,11,11,11,11,11,11,11,11,12,12,13,13,13,13,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,22,22,22,22,22,22,22,22,22,22,24,25,25,24,24,24,27,27,27,31,31,32,32,32,33,34,37,38,39,39,39,39,39,42,47,47,48,48,48,48,50,50,50,50,50,50,50,50,50,50,50,51,51,51,52,54,54,56,56,56,56,56,57,57,57,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,61,63,63,63,64,65,65,65,66,67,67,67,67,67,68,68,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,73,73,73
26024,Divisaderos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
26025,Empalme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,5,5,7,7,7,10,11,11,16,16,18,20,29,30,34,34,34,37,37,43,45,45,46,58,61,62,67,67,77,77,80,83,86,86,86,94,95,97,97,99,107,109,114,114,120,123,133,150,161,163,169,169,172,176,188,194,201,207,221,235,259,284,295,312,319,321,325,328,330,330,337,350,370,385,400,401,403,416,429,443,455,461,462,463,482,484,486,489,492,494,499,505,517,528,532,537,541,541,544,547,549,549,550,554,554,558,559,560,561,564,564,570,573,574,574,574,577,577,578,580,580,580,580,581,581,581,581,581,582,584,584,584,584,585,586,586,586,591,591,592,596,596,596,600,601,606,608,608,608,608,608,608,610,610,611,616,618,622,622,624,624,626,626,627,628,628,629,632,637,637,638,638,638,638,645,646,652,653,654,654,661,661,666,666,668,669,669,676,679,680,689,692,693,696,698,703,704,711,712,714,716,716,725,725,726,727,729,729,732,736,747,747,763,768,778,791,802,802,808,808,810,832,844,844,847,858,874,884,897,911,912,912,922,931,949,959,976,976,977,977,991,1000,1007,1013,1014,1014,1024,1030,1035,1046,1057,1057,1059,1069,1076,1086,1092,1095,1097,1098,1108,1113,1116,1123,1131,1131,1136,1138,1148,1155,1159,1163,1163,1165,1175,1175,1175,1178,1185,1186,1186,1190,1195,1199,1208,1209,1210,1211,1217,1222,1222,1226,1228,1228,1228,1232,1238,1242,1242,1247,1250,1251,1259,1262,1263,1265,1268,1268,1269,1274,1281,1287,1292,1292,1294,1302,1303,1303,1303,1303,1309,1312,1314,1316,1316,1318,1319,1319,1322,1322,1327,1327,1329,1331,1332,1333,1334,1334,1334,1334,1334,1334,1334,1336,1336,1337,1341,1341,1341,1341,1341,1343,1343,1343,1343,1345,1346,1348,1349,1349,1351,1352,1352,1353,1353,1353,1353,1355,1357
26026,Etchojoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,8,8,10,10,10,10,11,11,11,11,11,11,11,11,13,14,14,14,17,17,17,18,19,22,22,22,22,22,23,24,27,29,31,36,36,39,39,42,43,44,47,48,48,49,50,51,53,58,58,58,58,61,61,62,63,67,74,75,77,86,86,92,97,97,97,97,100,100,100,108,113,116,116,118,119,125,133,137,139,140,144,149,161,170,184,193,194,196,199,200,202,206,209,215,221,221,221,221,225,227,231,235,238,238,241,245,249,253,258,259,259,259,260,270,271,280,291,292,300,303,309,310,318,320,321,331,333,340,342,343,354,360,360,362,369,371,377,385,394,395,401,410,415,417,424,445,445,447,457,457,460,487,487,488,491,491,491,492,493,493,494,496,497,497,497,497,497,497,498,498,498,498,499,499,499,501,504,504,504,505,505,505,505,506,507,507,507,509,509,509,510,510,511,512,512,512,517,519,521,521,522,522,522,523,523,523,524,524,525,525,527,530,531,531,532,536,536,537,539,541,541,542,544,550,556,556,561,562,562,562,571,571,573,574,574,578,581,584,584,584,584,584,591,591,592,592,596,601,604,607,607,608,613,613,614,617,619,620,620,625,626,626,630,633,635,636,637,637,638,645,646,649,649,650,651,651,654,656,658,658,658,660,661,662,663,663,663,665,667,667,668,668,669,669,669,670,673,673,673,673,673,674,674,674,674,676,679,679,679,680,682,683,685,688,689,689,690,690,693,693,693,693,695,695,695,698,699,701,701,701,702,703,703,704,704,704,704,704,704,704,704,704,704,704,704,704,705,705,705,705,705,705,706,706,706,706,706,706,706,707,707,707,707,707,707,707,707,707,710,710,710,710,710,710,710,710,711,711,711,712,712,713,713,713,713,713,713,714,715,717
26027,Fronteras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,5,6,6,6,6,6,6,8,9,9,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,19,19,19,19,19,20,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,24,25,26,27,30,30,30,30,30,30,30,30,30,30,30,30,30,34,35,35,35,34,34,34,35,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,38,38,38,38,38,38,38,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
26070,General Plutarco Elías Calles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,7,7,7,7,7,9,10,11,11,11,11,11,11,11,18,18,18,19,19,19,24,27,27,27,27,31,32,34,34,35,37,37,37,37,37,37,37,37,37,37,42,47,47,52,52,52,52,54,54,56,56,57,57,59,59,62,62,62,63,63,63,63,66,66,66,66,67,67,67,68,68,68,68,70,73,73,76,76,76,76,77,79,79,81,81,81,81,81,81,81,81,81,81,81,81,82,82,83,83,83,84,84,85,87,92,92,92,92,94,94,99,100,101,101,101,101,101,101,101,101,101,101,101,101,104,104,104,104,104,105,105,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,107,107,107,107,107,107,107,109,110,110,110,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,114,114,114,114,114,114,114,115,115,115,115,115,116,116,116,121,123,123,123,124,125,134,135,136,136,136,136,136,136,139,139,140,140,140,141,142,148,148,148,148,158,158,158,158,158,161,161,161,166,166,167,167,167,167,167,167,170,170,170,170,170,170,170,170,170,175,175,175,180,180,180,180,180,181,184,184,184,184,184,184,185,185,185,185,185,185,185,185,185,185,185,185,185,186,186,186,188,189,189,189,189,189,189,189,195,195,195,195,195,196,196,197,197,197,197,198,198,198,199,199,199,199,199,199,200,200,200,200,201,204,204,204,204,205,205,205,206,207,207,207,207,207,207,207,207,207,208,208,208,208,209,209,209,209,209,209,209,210,210,210,210,210,211,211,211,211,211,211,211,211,211,211,211,211,211,211,212,212,215,215,215,215,215,215,215,215,215,215,215,215,215,217,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,219
26028,Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26029,Guaymas,,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,7,7,7,9,10,10,11,11,11,11,13,13,16,16,16,19,22,23,24,24,26,28,29,32,35,36,42,47,47,47,50,51,55,60,63,63,67,69,69,75,76,80,85,91,91,98,110,121,122,130,133,146,156,157,177,188,210,224,249,253,256,295,305,333,340,340,348,373,397,401,431,431,459,464,477,493,511,514,518,539,542,565,569,587,615,620,635,637,642,650,668,685,703,705,709,712,728,741,750,754,770,776,825,839,866,921,960,1003,1035,1060,1092,1118,1134,1141,1162,1166,1197,1220,1239,1241,1245,1252,1265,1273,1287,1295,1305,1314,1316,1318,1350,1376,1391,1396,1397,1398,1425,1447,1478,1517,1549,1556,1560,1585,1603,1608,1629,1646,1649,1658,1672,1678,1681,1702,1702,1704,1711,1711,1712,1712,1724,1725,1729,1731,1732,1733,1733,1741,1741,1743,1743,1744,1744,1748,1748,1759,1759,1764,1764,1766,1767,1778,1778,1779,1783,1783,1783,1785,1789,1794,1797,1797,1797,1802,1805,1807,1818,1820,1821,1841,1874,1904,1919,1926,1926,1926,1928,1933,1953,1953,1960,1964,1969,1982,1985,2001,2002,2003,2020,2020,2032,2033,2035,2035,2051,2051,2069,2070,2073,2073,2074,2090,2095,2103,2109,2115,2118,2127,2130,2144,2146,2152,2153,2156,2160,2160,2179,2181,2181,2187,2194,2194,2197,2207,2229,2230,2230,2231,2257,2279,2282,2282,2285,2286,2292,2319,2341,2341,2351,2380,2393,2405,2423,2438,2445,2446,2454,2458,2469,2489,2507,2510,2516,2516,2562,2626,2661,2715,2735,2740,2772,2802,2821,2843,2854,2856,2859,2865,2876,2884,2888,2901,2901,2915,2927,2936,2948,2961,2971,2984,2994,3000,3013,3030,3041,3050,3056,3069,3084,3104,3117,3126,3144,3144,3148,3154,3167,3177,3185,3191,3198,3209,3218,3234,3244,3257,3264,3268,3268,3283,3288,3298,3299,3299,3300,3305,3314,3327,3335,3341,3349,3349,3353,3361,3364,3379,3396,3397,3401,3404,3407,3412,3415,3419,3424,3424,3426,3436,3440,3447,3447,3450,3453,3457,3461,3466,3471,3475,3484,3484,3485,3490,3505,3508,3509,3510,3513,3519,3525,3535,3541,3541,3544,3545,3546,3548,3553,3560,3569,3574,3574,3576,3582,3587,3588,3593,3599,3600,3600,3603,3609,3614,3621
26030,Hermosillo,1,1,2,2,2,2,2,2,2,3,3,5,7,8,8,8,11,12,12,12,14,14,15,16,19,19,20,22,24,25,25,25,26,26,27,27,27,29,37,38,38,44,51,55,63,71,74,81,85,100,100,121,123,156,165,172,190,210,227,251,288,292,315,327,348,394,423,447,478,510,536,555,611,664,683,741,777,812,851,887,984,1069,1074,1161,1193,1231,1292,1389,1523,1628,1657,1675,1736,1817,1897,2071,2158,2192,2244,2347,2454,2517,2550,2657,2696,2727,2800,2947,3125,3270,3316,3398,3519,3726,3837,3993,4294,4521,4630,4751,5005,5149,5355,5651,5838,6037,6226,6419,6668,6884,7042,7234,7346,7521,7677,7925,8286,8586,8982,9335,9548,9818,10138,10297,10477,10591,10734,10885,11015,11101,11268,11362,11474,11585,11635,11718,11776,11896,12012,12168,12244,12321,12423,12485,12560,12713,12783,12796,12851,12920,13028,13139,13192,13289,13341,13377,13413,13445,13563,13713,13816,13875,13968,13986,14091,14129,14251,14331,14389,14494,14542,14636,14708,14847,14959,15046,15075,15111,15201,15276,15369,15432,15469,15523,15529,15567,15595,15688,15805,15927,15970,15991,16065,16114,16197,16319,16390,16459,16506,16629,16710,16802,16935,17008,17066,17116,17128,17165,17268,17373,17508,17541,17599,17675,17738,17792,17871,17924,17992,18002,18052,18155,18178,18231,18304,18366,18445,18473,18516,18572,18619,18708,18794,18850,18888,18905,18927,19057,19189,19367,19506,19692,19960,20083,20272,20445,20563,20621,20857,20939,21129,21244,21393,21501,21657,21791,21954,22140,22344,22491,22643,22714,22809,22962,22992,23177,23234,23360,23517,23585,23656,23705,23942,24101,24204,24344,24596,24974,25082,25217,25326,25496,25676,25918,26312,26634,26993,27162,27309,27434,27648,27811,28030,28147,28297,28358,28466,28601,28746,29076,29271,29543,29684,29778,29888,29982,30071,30158,30266,30357,30428,30474,30669,30744,30768,30818,30885,30942,30997,31129,31192,31248,31285,31325,31358,31396,31450,31473,31499,31535,31594,31654,31708,31750,31784,31808,31847,31873,31897,31924,32017,32047,32075,32122,32143,32148,32165,32227,32265,32316,32349,32388,32418,32482,32538,32579,32647,32695,32725,32750,32790,32842,32881,32890,32932,32940,32968,33015,33066,33104,33142,33174,33191,33217,33294,33361,33402,33429,33472,33501,33533,33593,33657,33711,33762,33800,33831,33854,33898,33969,33999,34031,34051,34071,34078,34123,34147,34176,34209,34244,34262,34286,34316,34342,34356,34359,34383,34401,34438,34470,34502,34526,34561,34594,34615,34634,34655,34680,34702,34737,34781,34799,34806,34827,34857,34880,34924,34958,34977,34993,35032,35093,35149,35214
26031,Huachinera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
