Fecha,Pruebas,Confirmados,Descartados,,C_M,C_H,Decesos,D_M,D_H,Pacientes_Curados,Ambulatorios,Hospitalizados,Estables,Graves,Criticos,Ambulatorios.Activos,Ambulatorios.Seguimiento.Terminado,Recuperados,C_IMSS,C_SSA,C_ISSSTESON,C_ISSSTE,C_SEDENA,C_SEMAR,D_IMSS,D_SSA,D_ISSSTESON,D_ISSSTE,D_SEDENA,D_SEMAR
07/03/2021,118912,67427,51485,,36242,31185,5820,2494,3326,50208,11301,98,34,62,2,1039,10262,60470,13533,47488,5084,1084,223,15,3641,1650,407,113,5,4
08/03/2021,119002,67491,51511,,36280,31211,5824,2496,3328,50208,11376,83,29,52,2,1098,10278,60486,13554,47529,5084,1086,223,15,3645,1650,407,113,5,4
09/03/2021,119101,67556,51545,,36315,31241,5839,2502,3337,50208,11421,88,31,55,2,621,10800,61008,13563,47584,5058,1086,223,15,3657,1653,407,113,5,4
10/03/2021,119256,67684,51572,,36376,31308,5850,2505,3345,50208,11534,92,33,57,2,726,10808,61016,13612,47658,5090,1086,223,15,3663,1657,408,113,5,4
11/03/2021,119504,67892,51612,,36482,31410,5857,2507,3350,50208,11732,95,36,57,2,852,10880,61088,13653,47808,5105,1087,224,15,3665,1662,408,113,5,4
12/03/2021,119638,68000,51638,,36534,31466,5868,2512,3356,50208,11830,94,34,58,2,942,10888,61096,13699,47864,5109,1089,224,15,3667,1670,409,113,5,4
13/03/2021,119776,68100,51676,,36587,31513,5879,2517,3362,50208,11924,89,32,55,2,1025,10899,61107,13744,47906,5122,1089,224,15,3677,1671,409,113,5,4
14/03/2021,119968,68268,51700,,36673,31595,5883,2520,3363,50208,12094,83,30,52,1,1179,10915,61123,13791,48023,5126,1089,224,15,3680,1672,409,113,5,4
15/03/2021,120082,68316,51766,,36699,31617,5886,2520,3366,50208,12139,83,30,52,1,1225,10914,61122,13809,48052,5126,1090,224,15,3683,1672,409,113,5,4
16/03/2021,120117,68339,51778,,36709,31630,5887,2521,3366,57150,5212,90,33,56,1,747,4465,61615,13815,48069,5126,1090,224,15,3684,1672,409,113,5,4
17/03/2021,120176,68387,51789,,36736,31651,5891,2522,3369,57150,5256,90,33,56,1,791,4465,61615,13820,48110,5127,1091,224,15,3688,1672,409,113,5,4
18/03/2021,120375,68546,51829,,36828,31718,5901,2524,3377,57150,5384,111,39,69,3,920,4464,61614,13868,48190,5158,1091,224,15,3694,1675,410,113,5,4
19/03/2021,120536,68660,51876,,36888,31772,5913,2532,3381,57150,5490,107,38,66,3,1029,4461,61611,13910,48261,5158,1092,224,15,3698,1683,410,113,5,4
20/03/2021,120743,68789,51954,,36963,31826,5929,2536,3393,57150,5595,115,35,64,16,1134,4461,61611,13953,48329,5175,1093,224,15,3707,1690,410,113,5,4
21/03/2021,120968,68879,52089,,37014,31865,5939,2541,3398,57150,5675,115,35,64,16,1197,4478,61628,13994,48359,5192,1095,224,15,3715,1692,410,113,5,4
22/03/2021,121077,68956,52121,,37057,31899,5942,2543,3399,57150,5749,115,35,63,17,1279,4478,61628,14017,48413,5192,1095,224,15,3717,1962,411,113,5,4
23/03/2021,121196,69024,52172,,37095,31929,5947,2545,3402,57150,5806,121,35,62,24,655,5151,62301,14035,48463,5192,1095,224,15,3722,1692,411,113,5,4
24/03/2021,121379,69168,52211,,37173,31995,5954,2550,3404,57150,5933,131,37,68,36,754,5179,62329,14092,48504,5238,1095,224,15,3728,1693,411,113,5,4
25/03/2021,121626,69327,52299,,37263,32064,5961,2554,3407,57150,6083,133,37,69,27,827,5256,62406,14151,48563,5278,1096,224,15,3732,1696,411,113,5,4
26/03/2021,121836,69471,52365,,37339,32132,5964,2556,3408,57150,6231,126,36,68,22,955,5276,62426,14234,48613,5289,1096,224,15,3732,1699,411,113,5,4
27/03/2021,122035,69612,52423,,37419,32193,5970,2560,3410,57150,6370,122,34,63,25,1078,5292,62442,14285,48675,5317,1096,224,15,3738,1699,411,113,5,4
28/03/2021,122245,69734,52511,,37487,32247,5972,2560,3412,57150,6490,122,34,63,25,1180,5310,62460,14319,48734,5346,1096,224,15,3740,1699,411,113,5,4
29/03/2021,122346,69790,52556,,37515,32275,5980,2563,3417,57150,6541,119,33,60,26,1226,5315,62465,14343,48761,5348,1099,224,15,3748,1699,411,113,5,4
30/03/2021,122442,69828,52614,,37533,32295,5989,2566,3423,57150,6566,123,35,63,25,675,5891,63041,14349,48790,5351,1099,224,15,3753,1702,412,113,5,4
31/03/2021,122661,69936,52725,,37593,32343,5991,2566,3425,57150,6673,122,35,66,21,760,5913,63063,14412,48814,5371,1100,224,15,3754,1703,412,113,5,4
01/04/2021,122884,70053,52831,,37658,32395,6002,2568,3434,57150,6760,141,41,77,23,862,5898,63048,14455,48861,5397,1101,224,15,3763,1705,412,113,5,4
02/04/2021,123093,70157,52936,,37715,32442,6005,2569,3436,57150,6868,134,39,75,20,940,5928,63078,14499,48909,5408,1102,224,15,3765,1706,412,113,5,4
03/04/2021,123203,70192,53011,,37737,32455,6018,2578,3440,57150,6898,126,37,69,20,955,5943,63093,14509,48933,5409,1102,224,15,3767,1707,414,121,5,4
04/04/2021,123377,70249,53128,,37771,32478,6026,2581,3445,57150,6957,116,34,62,20,1010,5947,63097,14517,48981,5410,1102,224,15,3768,1709,414,126,5,4
05/04/2021,123474,70287,53187,,37788,32499,6029,2582,3447,57150,6992,116,34,62,20,1041,5951,63101,14525,49007,5414,1102,224,15,3770,1710,414,126,5,4
06/04/2021,123624,70352,53272,,37822,32530,6032,2583,3449,57150,7031,139,46,76,17,491,6540,63690,14543,49044,5424,1102,224,15,3773,1710,414,126,5,4
07/04/2021,123876,70482,53394,,37892,32590,6035,2584,3451,57150,7151,146,47,79,20,564,6587,63737,14582,49113,5442,1106,224,15,3775,1711,414,126,5,4
08/04/2021,124135,70623,53512,,37963,32660,6054,2591,3463,57150,7286,133,42,67,24,647,6639,63789,14637,49193,5448,1106,224,15,3792,1713,414,126,5,4
09/04/2021,124386,70754,53632,,38029,32725,6067,2596,3471,57150,7400,137,41,68,30,739,6661,63811,14683,49277,5449,1106,224,15,3803,1715,414,126,5,4
10/04/2021,124628,70872,53756,,38091,32781,6085,2602,3483,57150,7505,132,35,64,33,832,6673,63823,14732,49342,5453,1106,224,15,3816,1720,414,126,5,4
11/04/2021,124863,70988,53875,,38154,32834,6106,2613,3493,57150,7595,137,34,69,34,913,6682,63832,14790,49384,5467,1108,224,15,3837,1720,414,126,5,4
12/04/2021,124962,71020,53942,,38169,32851,6109,2615,3494,57150,7626,135,34,67,34,943,6683,63833,14806,49400,5467,1108,224,15,3840,1720,414,126,5,4
13/04/2021,125111,71086,54025,,38197,32889,6118,2620,3498,57150,7683,135,34,75,26,566,7117,64267,14824,49448,5467,1108,224,15,3847,1722,414,126,5,4
14/04/2021,125389,71231,54158,,38279,32952,6132,2627,3505,57150,7812,137,37,75,25,645,7167,64317,14871,49492,5519,1110,224,15,3858,1725,414,126,5,4
15/04/2021,125694,71418,54276,,38380,33038,6148,2635,3513,57150,7991,129,32,70,27,768,7223,64373,14928,49587,5553,1111,224,15,3868,1731,414,126,5,4
16/04/2021,125919,71527,54392,,38441,33086,6156,2638,3518,57150,8102,119,29,68,22,841,7261,64411,14951,49646,5580,1111,224,15,3872,1734,414,127,5,4
17/04/2021,126146,71637,54509,,38503,33134,6168,2643,3525,57150,8200,119,28,72,19,928,7272,64422,15002,49691,5594,1111,224,15,3883,1735,414,127,5,4
18/04/2021,126353,71730,54623,,38555,33175,6168,2643,3525,57150,8292,120,28,72,20,1012,7280,64430,15019,49733,5628,1111,224,15,3883,1735,414,127,5,4
19/04/2021,126522,71790,54732,,38592,33198,6169,2643,3526,57150,8351,120,28,72,20,1075,7276,64426,15030,49780,5630,1111,224,15,3884,1735,414,127,5,4
20/04/2021,126709,71864,54845,,38642,33222,6172,2645,3527,57150,8414,128,28,76,24,622,7792,64942,15045,49837,5631,1112,224,15,3885,1737,414,127,5,4
21/04/2021,126962,72000,54962,,38711,33289,6180,2651,3529,57150,8547,123,26,70,27,715,7832,64982,15078,49894,5672,1117,224,15,3890,1739,415,127,5,4
22/04/2021,127221,72133,55088,,38783,33350,6192,2656,3536,57150,8669,122,24,68,30,827,7842,64992,15106,49951,5720,1117,224,15,3896,1743,417,127,5,4
23/04/2021,127462,72247,55215,,38830,33417,6198,2660,3538,57150,8785,114,23,62,29,928,7857,65007,15126,50013,5752,1117,224,15,3900,1745,417,127,5,4
24/04/2021,127624,72346,55338,,38886,33460,6203,2663,3540,57150,8893,100,19,52,29,1017,7876,65026,15154,50050,5785,1118,224,15,3904,1746,417,127,5,4
25/04/2021,127964,72465,55499,,38962,33503,6207,2666,3541,57150,9009,99,18,54,27,1132,7877,65027,15183,50116,5808,1119,224,15,3908,1746,417,127,5,4
26/04/2021,128141,72533,55608,,38999,33534,6208,2666,3542,57150,9076,99,18,53,28,1198,7878,65028,15200,50167,5808,1119,224,15,3909,1746,417,127,5,4
27/04/2021,128313,72591,55722,,39035,33556,6214,2669,3545,57150,9130,97,17,52,28,594,8536,65686,15217,50205,5811,1119,224,15,3914,1746,417,128,5,4
28/04/2021,128540,72686,55854,,39090,33596,6219,2672,3547,57150,9224,93,17,52,24,684,8540,65690,15240,50249,5839,1119,224,15,3917,1748,417,128,5,4
29/04/2021,128768,72797,55971,,39149,33648,6234,2674,3560,57150,9310,103,17,61,25,780,8530,65680,15276,50302,5861,1119,224,15,3931,1749,417,128,5,4
30/04/2021,128959,72874,56085,,39190,33684,6248,2680,3568,57150,9373,103,17,61,25,843,8530,65680,15300,50347,5867,1121,224,15,3940,1754,417,128,5,4
01/05/2021,129129,72938,56191,,39228,33710,6249,2680,3569,57150,9451,88,15,48,25,905,8546,65696,15313,50386,5879,1121,224,15,3941,1754,417,128,5,4
02/05/2021,129297,72989,56308,,39251,33738,6250,2680,3570,57150,9502,87,14,48,25,954,8548,65698,15328,50412,5889,1121,224,15,3942,1754,417,128,5,4
03/05/2021,129475,73044,56431,,39285,33759,6251,2681,3570,57150,9556,87,14,48,25,1007,8549,65699,15335,50456,5891,1123,224,15,3943,1754,417,128,5,4
04/05/2021,129530,73058,56472,,39293,33765,6262,2688,3574,57150,9571,75,11,44,20,474,9097,66247,15339,50466,5891,1123,224,15,3946,1759,417,131,5,4
05/05/2021,129694,73146,56548,,39340,33806,6266,2689,3477,57150,9656,74,10,43,21,617,9039,66189,15368,50498,5917,1124,224,15,3950,1759,417,131,5,4
06/05/2021,129875,73208,56667,,39380,33828,6270,2689,3581,57150,9717,71,10,44,17,672,9045,66195,15399,50526,5920,1124,224,15,3954,1759,417,131,5,4
07/05/2021,130058,73277,56781,,39412,33865,6281,2691,3590,57150,9783,63,8,41,14,732,9051,66201,15430,50564,5920,1124,224,15,3962,1760,417,133,5,4
08/05/2021,130251,73354,56897,,39456,33898,6285,2693,3592,57150,9853,66,9,45,12,808,9045,66195,15456,50586,5949,1124,224,15,3964,1761,417,134,5,4
09/05/2021,130446,73425,57021,,39502,33923,6288,2694,3594,57150,9927,60,7,42,11,878,9049,66199,15474,50620,5968,1124,224,15,3967,1761,417,134,5,4
10/05/2021,130570,73462,57108,,39526,33936,6288,2694,3594,57150,9966,58,7,40,11,915,9051,66201,15482,50649,5968,1124,224,15,3967,1761,417,134,5,4
11/05/2021,130815,73516,57299,,39562,33954,6288,2694,3594,57150,10020,58,7,42,9,462,9558,66708,15486,50697,5970,1124,224,15,3967,1761,417,134,5,4
12/05/2021,130988,73560,57428,,39583,33977,6292,2696,3596,63346,3858,64,9,45,10,503,3355,66701,15489,50715,5992,1125,224,15,3968,1764,417,134,5,4
13/05/2021,131202,73649,57553,,39631,34018,6293,2696,3597,63346,3951,59,8,44,7,587,3364,66710,15530,50760,5995,1125,224,15,3968,1765,417,134,5,4
14/05/2021,131323,73682,57641,,39649,34033,6299,2698,3601,63346,3970,67,10,49,8,616,3354,66700,15534,50780,6002,1127,224,15,3970,1768,417,135,5,4
15/05/2021,131470,73705,57765,,39662,34043,6301,2700,3601,63346,3988,70,11,51,8,637,3351,66697,15536,50801,6002,1127,224,15,3970,1770,417,135,5,4
16/05/2021,131638,73761,57877,,39698,34063,6304,2701,3603,63346,4039,72,11,49,12,688,3351,66697,15567,50819,6009,1127,224,15,3973,1770,417,135,5,4
17/05/2021,131789,73804,57985,,39716,34088,6304,2701,3903,63346,4082,72,11,49,12,731,3351,66697,15582,50847,6009,1127,224,15,3973,1770,417,135,5,4
18/05/2021,131998,73883,58115,,39753,34130,6307,2702,3605,63346,4169,61,8,45,8,804,3365,66711,15610,50897,6010,1127,224,15,3976,1770,417,135,5,4
19/05/2021,132220,73964,58256,,39797,34167,6309,2704,3605,63346,4244,65,9,47,9,883,3361,66707,15662,50926,6010,1127,224,15,3977,1771,417,135,5,4
20/05/2021,132429,74051,58378,,39844,34207,6313,2705,3608,63346,4328,64,7,42,15,435,3893,67239,15710,50959,6015,1128,224,15,3981,1771,417,135,5,4
21/05/2021,132617,74121,58496,,39879,34242,6317,2707,3610,63346,4395,63,7,40,16,499,3896,67242,15730,51007,6016,1129,224,15,3983,1773,417,135,5,4
22/05/2021,132831,74210,58621,,39913,34297,6319,2708,3611,63346,4481,64,7,42,15,583,3898,67244,15752,51067,6022,1130,224,15,3985,1773,417,135,5,4
23/05/2021,133014,74271,58743,,39942,34329,6324,2709,3615,63346,4537,64,7,42,15,636,3901,67247,15774,51098,6030,1130,224,15,3987,1776,417,135,5,4
24/05/2021,133127,74316,58811,,39965,34351,6324,2709,3615,63346,4582,64,7,42,15,680,3902,67248,15781,51135,6031,1130,224,15,3987,1776,417,135,5,4
25/05/2021,133275,74356,58919,,39986,34370,6326,2709,3617,63346,4618,66,7,40,19,475,4143,67489,15784,51171,6032,1130,224,15,3989,1776,417,135,5,4
26/05/2021,133540,74428,59112,,40022,34406,6331,2710,3621,63346,4685,66,7,40,19,541,4144,67490,15819,51208,6032,1130,224,15,3991,1777,417,137,5,4
27/05/2021,133735,74499,59236,,40070,34629,6334,2712,3622,63346,4747,72,9,44,19,608,4139,67485,15852,51242,6036,1130,224,15,3992,1779,417,137,5,4
28/05/2021,133929,74580,59349,,40111,34469,6342,2715,3627,63346,4820,72,9,43,20,680,4140,67486,15882,51292,6037,1130,224,15,3994,1785,417,137,5,4
29/05/2021,134142,74674,59468,,40164,34510,6344,2716,3628,63346,4901,83,11,51,21,771,4130,67476,15913,51351,6040,1131,224,15,3996,1785,417,137,5,4
30/05/2021,134359,74774,59585,,40217,34557,6346,2717,3629,63346,5004,78,10,47,21,852,4152,67498,15939,51402,6061,1133,224,15,3997,1786,417,137,5,4
31/05/2021,134503,74813,59690,,40239,34574,6346,2717,3629,63346,5042,79,10,47,22,890,4142,67498,15949,51431,6061,1133,224,15,3997,1786,417,137,5,4
01/06/2021,134677,74868,59809,,40266,34602,6363,2721,3642,63346,5070,89,12,56,21,509,4561,67907,15973,51462,6061,1133,224,15,4012,1788,417,137,5,4
02/06/2021,134889,74958,59931,,40313,34645,6368,2722,3646,63346,5151,93,15,62,16,587,4564,67910,16017,51495,6074,1133,224,15,4013,1792,417,137,5,4
